instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
12621570,49303,BAJAJ-AUTO26JANFUT,BAJAJ-AUTO,0.0,2026-01-27,0.0,0.5,75,FUT,NFO-FUT,NFO
15159298,59216,BAJAJ-AUTO26FEBFUT,BAJAJ-AUTO,0.0,2026-02-24,0.0,0.5,75,FUT,NFO-FUT,NFO
13264386,51814,BAJAJ-AUTO26MARFUT,BAJAJ-AUTO,0.0,2026-03-30,0.0,0.5,75,FUT,NFO-FUT,NFO
12621826,49304,BAJAJFINSV26JANFUT,BAJAJFINSV,0.0,2026-01-27,0.0,0.1,250,FUT,NFO-FUT,NFO
15169026,59254,BAJAJFINSV26FEBFUT,BAJAJFINSV,0.0,2026-02-24,0.0,0.1,250,FUT,NFO-FUT,NFO
13264642,51815,BAJAJFINSV26MARFUT,BAJAJFINSV,0.0,2026-03-30,0.0,0.1,250,FUT,NFO-FUT,NFO
13264898,51816,BAJAJHLDNG26JANFUT,BAJAJHLDNG,0.0,2026-01-27,0.0,1.0,50,FUT,NFO-FUT,NFO
13265154,51817,BAJAJHLDNG26FEBFUT,BAJAJHLDNG,0.0,2026-02-24,0.0,1.0,50,FUT,NFO-FUT,NFO
13265410,51818,BAJAJHLDNG26MARFUT,BAJAJHLDNG,0.0,2026-03-30,0.0,1.0,50,FUT,NFO-FUT,NFO
12622082,49305,BAJFINANCE26JANFUT,BAJFINANCE,0.0,2026-01-27,0.0,0.05,750,FUT,NFO-FUT,NFO
15169282,59255,BAJFINANCE26FEBFUT,BAJFINANCE,0.0,2026-02-24,0.0,0.05,750,FUT,NFO-FUT,NFO
13265666,51819,BAJFINANCE26MARFUT,BAJFINANCE,0.0,2026-03-30,0.0,0.05,750,FUT,NFO-FUT,NFO
12622338,49306,BANDHANBNK26JANFUT,BANDHANBNK,0.0,2026-01-27,0.0,0.01,3600,FUT,NFO-FUT,NFO
15169538,59256,BANDHANBNK26FEBFUT,BANDHANBNK,0.0,2026-02-24,0.0,0.01,3600,FUT,NFO-FUT,NFO
13265922,51820,BANDHANBNK26MARFUT,BANDHANBNK,0.0,2026-03-30,0.0,0.01,3600,FUT,NFO-FUT,NFO
12622594,49307,BANKBARODA26JANFUT,BANKBARODA,0.0,2026-01-27,0.0,0.05,2925,FUT,NFO-FUT,NFO
15169794,59257,BANKBARODA26FEBFUT,BANKBARODA,0.0,2026-02-24,0.0,0.05,2925,FUT,NFO-FUT,NFO
13266178,51821,BANKBARODA26MARFUT,BANKBARODA,0.0,2026-03-30,0.0,0.05,2925,FUT,NFO-FUT,NFO
12622850,49308,BANKINDIA26JANFUT,BANKINDIA,0.0,2026-01-27,0.0,0.01,5200,FUT,NFO-FUT,NFO
15170050,59258,BANKINDIA26FEBFUT,BANKINDIA,0.0,2026-02-24,0.0,0.01,5200,FUT,NFO-FUT,NFO
13266434,51822,BANKINDIA26MARFUT,BANKINDIA,0.0,2026-03-30,0.0,0.01,5200,FUT,NFO-FUT,NFO
12623362,49310,BDL26JANFUT,BDL,0.0,2026-01-27,0.0,0.1,350,FUT,NFO-FUT,NFO
15170306,59259,BDL26FEBFUT,BDL,0.0,2026-02-24,0.0,0.1,350,FUT,NFO-FUT,NFO
13266690,51823,BDL26MARFUT,BDL,0.0,2026-03-30,0.0,0.1,350,FUT,NFO-FUT,NFO
12623874,49312,BEL26JANFUT,BEL,0.0,2026-01-27,0.0,0.05,1425,FUT,NFO-FUT,NFO
15170562,59260,BEL26FEBFUT,BEL,0.0,2026-02-24,0.0,0.05,1425,FUT,NFO-FUT,NFO
13266946,51824,BEL26MARFUT,BEL,0.0,2026-03-30,0.0,0.05,1425,FUT,NFO-FUT,NFO
12625154,49317,BHARATFORG26JANFUT,BHARATFORG,0.0,2026-01-27,0.0,0.1,500,FUT,NFO-FUT,NFO
15171330,59263,BHARATFORG26FEBFUT,BHARATFORG,0.0,2026-02-24,0.0,0.1,500,FUT,NFO-FUT,NFO
13267202,51825,BHARATFORG26MARFUT,BHARATFORG,0.0,2026-03-30,0.0,0.1,500,FUT,NFO-FUT,NFO
12625410,49318,BHARTIARTL26JANFUT,BHARTIARTL,0.0,2026-01-27,0.0,0.1,475,FUT,NFO-FUT,NFO
15171586,59264,BHARTIARTL26FEBFUT,BHARTIARTL,0.0,2026-02-24,0.0,0.1,475,FUT,NFO-FUT,NFO
13267458,51826,BHARTIARTL26MARFUT,BHARTIARTL,0.0,2026-03-30,0.0,0.1,475,FUT,NFO-FUT,NFO
12625666,49319,BHEL26JANFUT,BHEL,0.0,2026-01-27,0.0,0.05,2625,FUT,NFO-FUT,NFO
15172354,59267,BHEL26FEBFUT,BHEL,0.0,2026-02-24,0.0,0.05,2625,FUT,NFO-FUT,NFO
13267714,51827,BHEL26MARFUT,BHEL,0.0,2026-03-30,0.0,0.05,2625,FUT,NFO-FUT,NFO
12625922,49320,BIOCON26JANFUT,BIOCON,0.0,2026-01-27,0.0,0.05,2500,FUT,NFO-FUT,NFO
15172610,59268,BIOCON26FEBFUT,BIOCON,0.0,2026-02-24,0.0,0.05,2500,FUT,NFO-FUT,NFO
13267970,51828,BIOCON26MARFUT,BIOCON,0.0,2026-03-30,0.0,0.05,2500,FUT,NFO-FUT,NFO
12626690,49323,BLUESTARCO26JANFUT,BLUESTARCO,0.0,2026-01-27,0.0,0.1,325,FUT,NFO-FUT,NFO
15172866,59269,BLUESTARCO26FEBFUT,BLUESTARCO,0.0,2026-02-24,0.0,0.1,325,FUT,NFO-FUT,NFO
13268226,51829,BLUESTARCO26MARFUT,BLUESTARCO,0.0,2026-03-30,0.0,0.1,325,FUT,NFO-FUT,NFO
12626946,49324,BOSCHLTD26JANFUT,BOSCHLTD,0.0,2026-01-27,0.0,5.0,25,FUT,NFO-FUT,NFO
15173122,59270,BOSCHLTD26FEBFUT,BOSCHLTD,0.0,2026-02-24,0.0,5.0,25,FUT,NFO-FUT,NFO
13268482,51830,BOSCHLTD26MARFUT,BOSCHLTD,0.0,2026-03-30,0.0,5.0,25,FUT,NFO-FUT,NFO
12627202,49325,BPCL26JANFUT,BPCL,0.0,2026-01-27,0.0,0.05,1975,FUT,NFO-FUT,NFO
15174402,59275,BPCL26FEBFUT,BPCL,0.0,2026-02-24,0.0,0.05,1975,FUT,NFO-FUT,NFO
13268738,51831,BPCL26MARFUT,BPCL,0.0,2026-03-30,0.0,0.05,1975,FUT,NFO-FUT,NFO
12627458,49326,BRITANNIA26JANFUT,BRITANNIA,0.0,2026-01-27,0.0,0.5,125,FUT,NFO-FUT,NFO
15174658,59276,BRITANNIA26FEBFUT,BRITANNIA,0.0,2026-02-24,0.0,0.5,125,FUT,NFO-FUT,NFO
13268994,51832,BRITANNIA26MARFUT,BRITANNIA,0.0,2026-03-30,0.0,0.5,125,FUT,NFO-FUT,NFO
12627714,49327,BSE26JANFUT,BSE,0.0,2026-01-27,0.0,0.1,375,FUT,NFO-FUT,NFO
15174914,59277,BSE26FEBFUT,BSE,0.0,2026-02-24,0.0,0.1,375,FUT,NFO-FUT,NFO
13269762,51835,BSE26MARFUT,BSE,0.0,2026-03-30,0.0,0.1,375,FUT,NFO-FUT,NFO
12627970,49328,CAMS26JANFUT,CAMS,0.0,2026-01-27,0.0,0.05,750,FUT,NFO-FUT,NFO
15175170,59278,CAMS26FEBFUT,CAMS,0.0,2026-02-24,0.0,0.05,750,FUT,NFO-FUT,NFO
13270018,51836,CAMS26MARFUT,CAMS,0.0,2026-03-30,0.0,0.05,750,FUT,NFO-FUT,NFO
12628226,49329,CANBK26JANFUT,CANBK,0.0,2026-01-27,0.0,0.01,6750,FUT,NFO-FUT,NFO
15176450,59283,CANBK26FEBFUT,CANBK,0.0,2026-02-24,0.0,0.01,6750,FUT,NFO-FUT,NFO
13270274,51837,CANBK26MARFUT,CANBK,0.0,2026-03-30,0.0,0.01,6750,FUT,NFO-FUT,NFO
12628482,49330,CDSL26JANFUT,CDSL,0.0,2026-01-27,0.0,0.1,475,FUT,NFO-FUT,NFO
15176706,59284,CDSL26FEBFUT,CDSL,0.0,2026-02-24,0.0,0.1,475,FUT,NFO-FUT,NFO
13270530,51838,CDSL26MARFUT,CDSL,0.0,2026-03-30,0.0,0.1,475,FUT,NFO-FUT,NFO
12628738,49331,CGPOWER26JANFUT,CGPOWER,0.0,2026-01-27,0.0,0.05,850,FUT,NFO-FUT,NFO
15177474,59287,CGPOWER26FEBFUT,CGPOWER,0.0,2026-02-24,0.0,0.05,850,FUT,NFO-FUT,NFO
13271810,51843,CGPOWER26MARFUT,CGPOWER,0.0,2026-03-30,0.0,0.05,850,FUT,NFO-FUT,NFO
12628994,49332,CHOLAFIN26JANFUT,CHOLAFIN,0.0,2026-01-27,0.0,0.1,625,FUT,NFO-FUT,NFO
15177730,59288,CHOLAFIN26FEBFUT,CHOLAFIN,0.0,2026-02-24,0.0,0.1,625,FUT,NFO-FUT,NFO
13272066,51844,CHOLAFIN26MARFUT,CHOLAFIN,0.0,2026-03-30,0.0,0.1,625,FUT,NFO-FUT,NFO
12629762,49335,CIPLA26JANFUT,CIPLA,0.0,2026-01-27,0.0,0.1,375,FUT,NFO-FUT,NFO
15177986,59289,CIPLA26FEBFUT,CIPLA,0.0,2026-02-24,0.0,0.1,375,FUT,NFO-FUT,NFO
13272834,51847,CIPLA26MARFUT,CIPLA,0.0,2026-03-30,0.0,0.1,375,FUT,NFO-FUT,NFO
12630018,49336,COALINDIA26JANFUT,COALINDIA,0.0,2026-01-27,0.0,0.05,1350,FUT,NFO-FUT,NFO
15178242,59290,COALINDIA26FEBFUT,COALINDIA,0.0,2026-02-24,0.0,0.05,1350,FUT,NFO-FUT,NFO
13273090,51848,COALINDIA26MARFUT,COALINDIA,0.0,2026-03-30,0.0,0.05,1350,FUT,NFO-FUT,NFO
12631554,49342,COFORGE26JANFUT,COFORGE,0.0,2026-01-27,0.0,0.1,375,FUT,NFO-FUT,NFO
15178498,59291,COFORGE26FEBFUT,COFORGE,0.0,2026-02-24,0.0,0.1,375,FUT,NFO-FUT,NFO
13273346,51849,COFORGE26MARFUT,COFORGE,0.0,2026-03-30,0.0,0.1,375,FUT,NFO-FUT,NFO
12631810,49343,COLPAL26JANFUT,COLPAL,0.0,2026-01-27,0.0,0.1,225,FUT,NFO-FUT,NFO
15178754,59292,COLPAL26FEBFUT,COLPAL,0.0,2026-02-24,0.0,0.1,225,FUT,NFO-FUT,NFO
13273602,51850,COLPAL26MARFUT,COLPAL,0.0,2026-03-30,0.0,0.1,225,FUT,NFO-FUT,NFO
12633346,49349,CONCOR26JANFUT,CONCOR,0.0,2026-01-27,0.0,0.05,1250,FUT,NFO-FUT,NFO
15179010,59293,CONCOR26FEBFUT,CONCOR,0.0,2026-02-24,0.0,0.05,1250,FUT,NFO-FUT,NFO
13274114,51852,CONCOR26MARFUT,CONCOR,0.0,2026-03-30,0.0,0.05,1250,FUT,NFO-FUT,NFO
12633602,49350,CROMPTON26JANFUT,CROMPTON,0.0,2026-01-27,0.0,0.05,1800,FUT,NFO-FUT,NFO
15179266,59294,CROMPTON26FEBFUT,CROMPTON,0.0,2026-02-24,0.0,0.05,1800,FUT,NFO-FUT,NFO
13274370,51853,CROMPTON26MARFUT,CROMPTON,0.0,2026-03-30,0.0,0.05,1800,FUT,NFO-FUT,NFO
12633858,49351,CUMMINSIND26JANFUT,CUMMINSIND,0.0,2026-01-27,0.0,0.1,200,FUT,NFO-FUT,NFO
15181058,59301,CUMMINSIND26FEBFUT,CUMMINSIND,0.0,2026-02-24,0.0,0.1,200,FUT,NFO-FUT,NFO
13275906,51859,CUMMINSIND26MARFUT,CUMMINSIND,0.0,2026-03-30,0.0,0.1,200,FUT,NFO-FUT,NFO
12634114,49352,DABUR26JANFUT,DABUR,0.0,2026-01-27,0.0,0.05,1250,FUT,NFO-FUT,NFO
15181314,59302,DABUR26FEBFUT,DABUR,0.0,2026-02-24,0.0,0.05,1250,FUT,NFO-FUT,NFO
13276162,51860,DABUR26MARFUT,DABUR,0.0,2026-03-30,0.0,0.05,1250,FUT,NFO-FUT,NFO
12634370,49353,DALBHARAT26JANFUT,DALBHARAT,0.0,2026-01-27,0.0,0.1,325,FUT,NFO-FUT,NFO
15181570,59303,DALBHARAT26FEBFUT,DALBHARAT,0.0,2026-02-24,0.0,0.1,325,FUT,NFO-FUT,NFO
13276418,51861,DALBHARAT26MARFUT,DALBHARAT,0.0,2026-03-30,0.0,0.1,325,FUT,NFO-FUT,NFO
12634626,49354,DELHIVERY26JANFUT,DELHIVERY,0.0,2026-01-27,0.0,0.05,2075,FUT,NFO-FUT,NFO
15181826,59304,DELHIVERY26FEBFUT,DELHIVERY,0.0,2026-02-24,0.0,0.05,2075,FUT,NFO-FUT,NFO
13276674,51862,DELHIVERY26MARFUT,DELHIVERY,0.0,2026-03-30,0.0,0.05,2075,FUT,NFO-FUT,NFO
12636930,49363,DIVISLAB26JANFUT,DIVISLAB,0.0,2026-01-27,0.0,0.5,100,FUT,NFO-FUT,NFO
15182082,59305,DIVISLAB26FEBFUT,DIVISLAB,0.0,2026-02-24,0.0,0.5,100,FUT,NFO-FUT,NFO
13277442,51865,DIVISLAB26MARFUT,DIVISLAB,0.0,2026-03-30,0.0,0.5,100,FUT,NFO-FUT,NFO
12637186,49364,DIXON26JANFUT,DIXON,0.0,2026-01-27,0.0,1.0,50,FUT,NFO-FUT,NFO
15182338,59306,DIXON26FEBFUT,DIXON,0.0,2026-02-24,0.0,1.0,50,FUT,NFO-FUT,NFO
13277698,51866,DIXON26MARFUT,DIXON,0.0,2026-03-30,0.0,1.0,50,FUT,NFO-FUT,NFO
12638722,49370,DLF26JANFUT,DLF,0.0,2026-01-27,0.0,0.05,825,FUT,NFO-FUT,NFO
15182594,59307,DLF26FEBFUT,DLF,0.0,2026-02-24,0.0,0.05,825,FUT,NFO-FUT,NFO
13278978,51871,DLF26MARFUT,DLF,0.0,2026-03-30,0.0,0.05,825,FUT,NFO-FUT,NFO
12639234,49372,DMART26JANFUT,DMART,0.0,2026-01-27,0.0,0.1,150,FUT,NFO-FUT,NFO
15182850,59308,DMART26FEBFUT,DMART,0.0,2026-02-24,0.0,0.1,150,FUT,NFO-FUT,NFO
13279234,51872,DMART26MARFUT,DMART,0.0,2026-03-30,0.0,0.1,150,FUT,NFO-FUT,NFO
12639746,49374,DRREDDY26JANFUT,DRREDDY,0.0,2026-01-27,0.0,0.1,625,FUT,NFO-FUT,NFO
15183106,59309,DRREDDY26FEBFUT,DRREDDY,0.0,2026-02-24,0.0,0.1,625,FUT,NFO-FUT,NFO
13279490,51873,DRREDDY26MARFUT,DRREDDY,0.0,2026-03-30,0.0,0.1,625,FUT,NFO-FUT,NFO
12640002,49375,EICHERMOT26JANFUT,EICHERMOT,0.0,2026-01-27,0.0,0.5,100,FUT,NFO-FUT,NFO
15183362,59310,EICHERMOT26FEBFUT,EICHERMOT,0.0,2026-02-24,0.0,0.5,100,FUT,NFO-FUT,NFO
13279746,51874,EICHERMOT26MARFUT,EICHERMOT,0.0,2026-03-30,0.0,0.5,100,FUT,NFO-FUT,NFO
12642050,49383,ETERNAL26JANFUT,ETERNAL,0.0,2026-01-27,0.0,0.05,2425,FUT,NFO-FUT,NFO
15183618,59311,ETERNAL26FEBFUT,ETERNAL,0.0,2026-02-24,0.0,0.05,2425,FUT,NFO-FUT,NFO
13280002,51875,ETERNAL26MARFUT,ETERNAL,0.0,2026-03-30,0.0,0.05,2425,FUT,NFO-FUT,NFO
12642306,49384,EXIDEIND26JANFUT,EXIDEIND,0.0,2026-01-27,0.0,0.05,1800,FUT,NFO-FUT,NFO
15183874,59312,EXIDEIND26FEBFUT,EXIDEIND,0.0,2026-02-24,0.0,0.05,1800,FUT,NFO-FUT,NFO
13280258,51876,EXIDEIND26MARFUT,EXIDEIND,0.0,2026-03-30,0.0,0.05,1800,FUT,NFO-FUT,NFO
12644098,49391,FEDERALBNK26JANFUT,FEDERALBNK,0.0,2026-01-27,0.0,0.05,5000,FUT,NFO-FUT,NFO
15184642,59315,FEDERALBNK26FEBFUT,FEDERALBNK,0.0,2026-02-24,0.0,0.05,5000,FUT,NFO-FUT,NFO
13280514,51877,FEDERALBNK26MARFUT,FEDERALBNK,0.0,2026-03-30,0.0,0.05,5000,FUT,NFO-FUT,NFO
12601602,49225,FINNIFTY26JANFUT,FINNIFTY,0.0,2026-01-27,0.0,0.1,60,FUT,NFO-FUT,NFO
15149058,59176,FINNIFTY26FEBFUT,FINNIFTY,0.0,2026-02-24,0.0,0.1,60,FUT,NFO-FUT,NFO
13238274,51712,FINNIFTY26MARFUT,FINNIFTY,0.0,2026-03-30,0.0,0.1,60,FUT,NFO-FUT,NFO
12644354,49392,FORTIS26JANFUT,FORTIS,0.0,2026-01-27,0.0,0.05,775,FUT,NFO-FUT,NFO
15184898,59316,FORTIS26FEBFUT,FORTIS,0.0,2026-02-24,0.0,0.05,775,FUT,NFO-FUT,NFO
13280770,51878,FORTIS26MARFUT,FORTIS,0.0,2026-03-30,0.0,0.05,775,FUT,NFO-FUT,NFO
12644610,49393,GAIL26JANFUT,GAIL,0.0,2026-01-27,0.0,0.01,3150,FUT,NFO-FUT,NFO
15186178,59321,GAIL26FEBFUT,GAIL,0.0,2026-02-24,0.0,0.01,3150,FUT,NFO-FUT,NFO
13281026,51879,GAIL26MARFUT,GAIL,0.0,2026-03-30,0.0,0.01,3150,FUT,NFO-FUT,NFO
12644866,49394,GLENMARK26JANFUT,GLENMARK,0.0,2026-01-27,0.0,0.1,375,FUT,NFO-FUT,NFO
15186434,59322,GLENMARK26FEBFUT,GLENMARK,0.0,2026-02-24,0.0,0.1,375,FUT,NFO-FUT,NFO
13281282,51880,GLENMARK26MARFUT,GLENMARK,0.0,2026-03-30,0.0,0.1,375,FUT,NFO-FUT,NFO
12645122,49395,GMRAIRPORT26JANFUT,GMRAIRPORT,0.0,2026-01-27,0.0,0.01,6975,FUT,NFO-FUT,NFO
15189762,59335,GMRAIRPORT26FEBFUT,GMRAIRPORT,0.0,2026-02-24,0.0,0.01,6975,FUT,NFO-FUT,NFO
13281538,51881,GMRAIRPORT26MARFUT,GMRAIRPORT,0.0,2026-03-30,0.0,0.01,6975,FUT,NFO-FUT,NFO
12645378,49396,GODREJCP26JANFUT,GODREJCP,0.0,2026-01-27,0.0,0.1,500,FUT,NFO-FUT,NFO
15190530,59338,GODREJCP26FEBFUT,GODREJCP,0.0,2026-02-24,0.0,0.1,500,FUT,NFO-FUT,NFO
13281794,51882,GODREJCP26MARFUT,GODREJCP,0.0,2026-03-30,0.0,0.1,500,FUT,NFO-FUT,NFO
12645634,49397,GODREJPROP26JANFUT,GODREJPROP,0.0,2026-01-27,0.0,0.1,275,FUT,NFO-FUT,NFO
15190786,59339,GODREJPROP26FEBFUT,GODREJPROP,0.0,2026-02-24,0.0,0.1,275,FUT,NFO-FUT,NFO
13282050,51883,GODREJPROP26MARFUT,GODREJPROP,0.0,2026-03-30,0.0,0.1,275,FUT,NFO-FUT,NFO
12645890,49398,GRASIM26JANFUT,GRASIM,0.0,2026-01-27,0.0,0.1,250,FUT,NFO-FUT,NFO
15191042,59340,GRASIM26FEBFUT,GRASIM,0.0,2026-02-24,0.0,0.1,250,FUT,NFO-FUT,NFO
13282306,51884,GRASIM26MARFUT,GRASIM,0.0,2026-03-30,0.0,0.1,250,FUT,NFO-FUT,NFO
